,arrivals
2010-09-02 18:10:00,4
2010-09-02 18:20:00,5
2010-09-02 18:30:00,8
2010-09-02 18:40:00,4
2010-09-02 18:50:00,5
2010-09-02 19:00:00,8
2010-09-02 19:10:00,5
2010-09-02 19:20:00,6
2010-09-02 19:30:00,5
2010-09-03 18:00:00,6
2010-09-03 18:10:00,5
2010-09-03 18:20:00,9
2010-09-03 18:30:00,3
2010-09-03 18:40:00,8
2010-09-03 18:50:00,5
2010-09-03 19:00:00,7
2010-09-03 19:10:00,4
2010-09-03 19:20:00,5
2010-09-03 19:30:00,4
2010-09-04 18:00:00,8
2010-09-04 18:10:00,4
2010-09-04 18:20:00,4
2010-09-04 18:30:00,7
2010-09-04 18:40:00,4
2010-09-04 18:50:00,5
2010-09-04 19:00:00,1
2010-09-04 19:10:00,5
2010-09-04 19:20:00,7
2010-09-04 19:30:00,7
2010-09-05 18:00:00,5
2010-09-05 18:10:00,5
2010-09-05 18:20:00,7
2010-09-05 18:30:00,1
2010-09-05 18:40:00,9
2010-09-05 18:50:00,6
2010-09-05 19:00:00,4
2010-09-05 19:10:00,6
2010-09-05 19:20:00,2
2010-09-05 19:30:00,8
2010-09-06 18:00:00,4
2010-09-06 18:10:00,5
2010-09-06 18:20:00,11
2010-09-06 18:30:00,10
2010-09-06 18:40:00,3
2010-09-06 18:50:00,9
2010-09-06 19:00:00,4
2010-09-06 19:10:00,10
2010-09-06 19:20:00,8
2010-09-06 19:30:00,3
2010-09-07 18:00:00,12
2010-09-07 18:10:00,6
2010-09-07 18:20:00,5
2010-09-07 18:30:00,10
2010-09-07 18:40:00,6
2010-09-07 18:50:00,5
2010-09-07 19:00:00,5
2010-09-07 19:10:00,6
2010-09-07 19:20:00,6
2010-09-07 19:30:00,5
2010-09-08 18:00:00,8
2010-09-08 18:10:00,4
2010-09-08 18:20:00,8
2010-09-08 18:30:00,8
2010-09-08 18:40:00,2
2010-09-08 18:50:00,8
2010-09-08 19:00:00,5
2010-09-08 19:10:00,6
2010-09-08 19:20:00,6
2010-09-08 19:30:00,3
2010-09-09 18:00:00,7
2010-09-09 18:10:00,7
2010-09-09 18:20:00,7
2010-09-09 18:30:00,6
2010-09-09 18:40:00,7
2010-09-09 18:50:00,4
2010-09-09 19:00:00,9
2010-09-09 19:10:00,3
2010-09-09 19:20:00,7
2010-09-09 19:30:00,1
2010-09-10 18:00:00,5
2010-09-10 18:10:00,7
2010-09-10 18:20:00,9
2010-09-10 18:30:00,6
2010-09-10 18:40:00,4
2010-09-10 18:50:00,4
2010-09-10 19:00:00,7
2010-09-10 19:10:00,1
2010-09-10 19:20:00,7
2010-09-10 19:30:00,7
2010-09-11 18:00:00,6
2010-09-11 18:10:00,2
2010-09-11 18:20:00,4
2010-09-11 18:30:00,5
2010-09-11 18:40:00,5
2010-09-11 18:50:00,8
2010-09-11 19:00:00,5
2010-09-11 19:10:00,4
2010-09-11 19:20:00,4
2010-09-11 19:30:00,4
2010-09-12 18:00:00,8
2010-09-12 18:10:00,8
2010-09-12 18:20:00,6
2010-09-12 18:30:00,6
2010-09-12 18:40:00,4
2010-09-12 18:50:00,8
2010-09-12 19:00:00,7
2010-09-12 19:10:00,6
2010-09-12 19:20:00,5
2010-09-12 19:30:00,2
2010-09-13 18:00:00,4
2010-09-13 18:10:00,6
2010-09-13 18:20:00,5
2010-09-13 18:30:00,7
2010-09-13 18:40:00,7
2010-09-13 18:50:00,4
2010-09-13 19:00:00,13
2010-09-13 19:10:00,3
2010-09-13 19:20:00,7
2010-09-13 19:30:00,6
2010-09-14 18:00:00,8
2010-09-14 18:10:00,9
2010-09-14 18:20:00,7
2010-09-14 18:30:00,4
2010-09-14 18:40:00,9
2010-09-14 18:50:00,4
2010-09-14 19:00:00,9
2010-09-14 19:10:00,9
2010-09-14 19:20:00,6
2010-09-14 19:30:00,3
2010-09-15 18:00:00,9
2010-09-15 18:10:00,6
2010-09-15 18:20:00,5
2010-09-15 18:30:00,11
2010-09-15 18:40:00,11
2010-09-15 18:50:00,3
2010-09-15 19:00:00,7
2010-09-15 19:10:00,8
2010-09-15 19:20:00,6
2010-09-15 19:30:00,3
2010-09-16 18:00:00,7
2010-09-16 18:10:00,7
2010-09-16 18:20:00,7
2010-09-16 18:30:00,6
2010-09-16 18:40:00,5
2010-09-16 18:50:00,4
2010-09-16 19:00:00,8
2010-09-16 19:10:00,7
2010-09-16 19:20:00,3
2010-09-16 19:30:00,4
2010-09-17 18:00:00,5
2010-09-17 18:10:00,9
2010-09-17 18:20:00,9
2010-09-17 18:30:00,7
2010-09-17 18:40:00,5
2010-09-17 18:50:00,5
2010-09-17 19:00:00,3
2010-09-17 19:10:00,7
2010-09-17 19:20:00,5
2010-09-17 19:30:00,4
2010-09-18 18:00:00,7
2010-09-18 18:10:00,2
2010-09-18 18:20:00,5
2010-09-18 18:30:00,6
2010-09-18 18:40:00,4
2010-09-18 18:50:00,9
2010-09-18 19:00:00,5
2010-09-18 19:10:00,6
2010-09-18 19:20:00,3
2010-09-18 19:30:00,3
2010-09-19 18:00:00,6
2010-09-19 18:10:00,7
2010-09-19 18:20:00,6
2010-09-19 18:30:00,4
2010-09-19 18:40:00,9
2010-09-19 18:50:00,7
2010-09-19 19:00:00,10
2010-09-19 19:10:00,4
2010-09-19 19:20:00,3
2010-09-19 19:30:00,4
2010-09-20 18:00:00,10
2010-09-20 18:10:00,7
2010-09-20 18:20:00,6
2010-09-20 18:30:00,7
2010-09-20 18:40:00,6
2010-09-20 18:50:00,9
2010-09-20 19:00:00,6
2010-09-20 19:10:00,8
2010-09-20 19:20:00,9
2010-09-20 19:30:00,6
2010-09-21 18:00:00,5
2010-09-21 18:10:00,3
2010-09-21 18:20:00,7
2010-09-21 18:30:00,5
2010-09-21 18:40:00,8
2010-09-21 18:50:00,5
2010-09-21 19:00:00,5
2010-09-21 19:10:00,7
2010-09-21 19:20:00,4
2010-09-21 19:30:00,8
2010-09-22 18:00:00,5
2010-09-22 18:10:00,4
2010-09-22 18:20:00,9
2010-09-22 18:30:00,4
2010-09-22 18:40:00,8
2010-09-22 18:50:00,10
2010-09-22 19:00:00,4
2010-09-22 19:10:00,6
2010-09-22 19:20:00,2
2010-09-22 19:30:00,7
2010-09-23 18:00:00,8
2010-09-23 18:10:00,3
2010-09-23 18:20:00,9
2010-09-23 18:30:00,8
2010-09-23 18:40:00,7
2010-09-23 18:50:00,5
2010-09-23 19:00:00,2
2010-09-23 19:10:00,8
2010-09-23 19:20:00,7
2010-09-23 19:30:00,8
2010-09-24 18:00:00,6
2010-09-24 18:10:00,8
2010-09-24 18:20:00,10
2010-09-24 18:30:00,6
2010-09-24 18:40:00,5
2010-09-24 18:50:00,4
2010-09-24 19:00:00,10
2010-09-24 19:10:00,6
2010-09-24 19:20:00,7
2010-09-24 19:30:00,5
2010-09-25 18:00:00,8
2010-09-25 18:10:00,2
2010-09-25 18:20:00,8
2010-09-25 18:30:00,4
2010-09-25 18:40:00,4
2010-09-25 18:50:00,8
2010-09-25 19:00:00,4
2010-09-25 19:10:00,4
2010-09-25 19:20:00,3
2010-09-25 19:30:00,3
2010-09-26 18:00:00,5
2010-09-26 18:10:00,9
2010-09-26 18:20:00,7
2010-09-26 18:30:00,4
2010-09-26 18:40:00,5
2010-09-26 18:50:00,9
2010-09-26 19:00:00,8
2010-09-26 19:10:00,10
2010-09-26 19:20:00,3
2010-09-26 19:30:00,5
2010-09-27 18:00:00,9
2010-09-27 18:10:00,7
2010-09-27 18:20:00,7
2010-09-27 18:30:00,3
2010-09-27 18:40:00,9
2010-09-27 18:50:00,5
2010-09-27 19:00:00,9
2010-09-27 19:10:00,4
2010-09-27 19:20:00,9
2010-09-27 19:30:00,2
2010-09-28 18:00:00,5
2010-09-28 18:10:00,6
2010-09-28 18:20:00,9
2010-09-28 18:30:00,8
2010-09-28 18:40:00,3
2010-09-28 18:50:00,6
2010-09-28 19:00:00,10
2010-09-28 19:10:00,4
2010-09-28 19:20:00,10
2010-09-28 19:30:00,1
2010-09-29 18:00:00,10
2010-09-29 18:10:00,2
2010-09-29 18:20:00,7
2010-09-29 18:30:00,7
2010-09-29 18:40:00,6
2010-09-29 18:50:00,6
2010-09-29 19:00:00,7
2010-09-29 19:10:00,9
2010-09-29 19:20:00,4
2010-09-29 19:30:00,3
2010-09-30 18:00:00,7
2010-09-30 18:10:00,9
2010-09-30 18:20:00,4
2010-09-30 18:30:00,5
2010-09-30 18:40:00,7
2010-09-30 18:50:00,8
2010-09-30 19:00:00,6
2010-09-30 19:10:00,6
2010-09-30 19:20:00,8
2010-09-30 19:30:00,4
2010-10-01 18:00:00,6
2010-10-01 18:10:00,6
2010-10-01 18:20:00,7
2010-10-01 18:30:00,10
2010-10-01 18:40:00,5
2010-10-01 18:50:00,12
2010-10-01 19:00:00,5
2010-10-01 19:10:00,5
2010-10-01 19:20:00,9
2010-10-01 19:30:00,7
2010-10-02 18:00:00,6
2010-10-02 18:10:00,3
2010-10-02 18:20:00,5
2010-10-02 18:30:00,6
2010-10-02 18:40:00,5
2010-10-02 18:50:00,4
2010-10-02 19:00:00,4
2010-10-02 19:10:00,6
2010-10-02 19:20:00,6
2010-10-02 19:30:00,4
2010-10-03 18:00:00,4
2010-10-03 18:10:00,6
2010-10-03 18:20:00,2
2010-10-03 18:30:00,7
2010-10-03 18:40:00,12
2010-10-03 18:50:00,8
2010-10-03 19:00:00,11
2010-10-03 19:10:00,8
2010-10-03 19:20:00,6
2010-10-03 19:30:00,3
2010-10-04 18:00:00,6
2010-10-04 18:10:00,4
2010-10-04 18:20:00,7
2010-10-04 18:30:00,5
2010-10-04 18:40:00,5
2010-10-04 18:50:00,9
2010-10-04 19:00:00,6
2010-10-04 19:10:00,7
2010-10-04 19:20:00,4
2010-10-04 19:30:00,3
2010-10-05 18:00:00,7
2010-10-05 18:10:00,7
2010-10-05 18:20:00,4
2010-10-05 18:30:00,9
2010-10-05 18:40:00,6
2010-10-05 18:50:00,8
2010-10-05 19:00:00,8
2010-10-05 19:10:00,4
2010-10-05 19:20:00,7
2010-10-05 19:30:00,4
2010-10-06 18:00:00,7
2010-10-06 18:10:00,4
2010-10-06 18:20:00,8
2010-10-06 18:30:00,5
2010-10-06 18:40:00,6
2010-10-06 18:50:00,7
2010-10-06 19:00:00,11
2010-10-06 19:10:00,4
2010-10-06 19:20:00,2
2010-10-06 19:30:00,5
2010-10-07 18:00:00,3
2010-10-07 18:10:00,4
2010-10-07 18:20:00,8
2010-10-07 18:30:00,3
2010-10-07 18:40:00,7
2010-10-07 18:50:00,7
2010-10-07 19:00:00,7
2010-10-07 19:10:00,3
2010-10-07 19:20:00,8
2010-10-07 19:30:00,4
2010-10-08 18:00:00,8
2010-10-08 18:10:00,9
2010-10-08 18:20:00,5
2010-10-08 18:30:00,8
2010-10-08 18:40:00,6
2010-10-08 18:50:00,6
2010-10-08 19:00:00,0
2010-10-08 19:10:00,6
2010-10-08 19:20:00,9
2010-10-08 19:30:00,5
2010-10-09 18:00:00,7
2010-10-09 18:10:00,3
2010-10-09 18:20:00,4
2010-10-09 18:30:00,5
2010-10-09 18:40:00,6
2010-10-09 18:50:00,5
2010-10-09 19:00:00,5
2010-10-09 19:10:00,3
2010-10-09 19:20:00,6
2010-10-09 19:30:00,2
2010-10-10 18:00:00,3
2010-10-10 18:10:00,12
2010-10-10 18:20:00,2
2010-10-10 18:30:00,10
2010-10-10 18:40:00,9
2010-10-10 18:50:00,6
2010-10-10 19:00:00,6
2010-10-10 19:10:00,6
2010-10-10 19:20:00,4
2010-10-10 19:30:00,6
2010-10-11 18:00:00,6
2010-10-11 18:10:00,4
2010-10-11 18:20:00,8
2010-10-11 18:30:00,13
2010-10-11 18:40:00,8
2010-10-11 18:50:00,2
2010-10-11 19:00:00,7
2010-10-11 19:10:00,11
2010-10-11 19:20:00,4
2010-10-11 19:30:00,7
2010-10-12 18:00:00,10
2010-10-12 18:10:00,10
2010-10-12 18:20:00,6
2010-10-12 18:30:00,3
2010-10-12 18:40:00,12
2010-10-12 18:50:00,5
2010-10-12 19:00:00,7
2010-10-12 19:10:00,4
2010-10-12 19:20:00,3
2010-10-12 19:30:00,11
2010-10-13 18:00:00,9
2010-10-13 18:10:00,8
2010-10-13 18:20:00,7
2010-10-13 18:30:00,6
2010-10-13 18:40:00,7
2010-10-13 18:50:00,6
2010-10-13 19:00:00,9
2010-10-13 19:10:00,4
2010-10-13 19:20:00,2
2010-10-13 19:30:00,6
2010-10-14 18:00:00,5
2010-10-14 18:10:00,7
2010-10-14 18:20:00,6
2010-10-14 18:30:00,3
2010-10-14 18:40:00,7
2010-10-14 18:50:00,9
2010-10-14 19:00:00,4
2010-10-14 19:10:00,9
2010-10-14 19:20:00,2
2010-10-14 19:30:00,5
2010-10-15 18:00:00,5
2010-10-15 18:10:00,7
2010-10-15 18:20:00,3
2010-10-15 18:30:00,6
2010-10-15 18:40:00,8
2010-10-15 18:50:00,9
2010-10-15 19:00:00,8
2010-10-15 19:10:00,5
2010-10-15 19:20:00,4
2010-10-15 19:30:00,3
2010-10-16 18:00:00,2
2010-10-16 18:10:00,5
2010-10-16 18:20:00,4
2010-10-16 18:30:00,6
2010-10-16 18:40:00,4
2010-10-16 18:50:00,4
2010-10-16 19:00:00,8
2010-10-16 19:10:00,3
2010-10-16 19:20:00,6
2010-10-16 19:30:00,4
2010-10-17 18:00:00,11
2010-10-17 18:10:00,4
2010-10-17 18:20:00,6
2010-10-17 18:30:00,5
2010-10-17 18:40:00,7
2010-10-17 18:50:00,5
2010-10-17 19:00:00,6
2010-10-17 19:10:00,6
2010-10-17 19:20:00,7
2010-10-17 19:30:00,4
2010-10-18 18:00:00,4
2010-10-18 18:10:00,6
2010-10-18 18:20:00,6
2010-10-18 18:30:00,6
2010-10-18 18:40:00,6
2010-10-18 18:50:00,5
2010-10-18 19:00:00,6
2010-10-18 19:10:00,4
2010-10-18 19:20:00,4
2010-10-18 19:30:00,5
2010-10-19 18:00:00,7
2010-10-19 18:10:00,4
2010-10-19 18:20:00,6
2010-10-19 18:30:00,4
2010-10-19 18:40:00,8
2010-10-19 18:50:00,6
2010-10-19 19:00:00,4
2010-10-19 19:10:00,7
2010-10-19 19:20:00,5
2010-10-19 19:30:00,3
2010-10-20 18:00:00,3
2010-10-20 18:10:00,8
2010-10-20 18:20:00,9
2010-10-20 18:30:00,5
2010-10-20 18:40:00,7
2010-10-20 18:50:00,5
2010-10-20 19:00:00,5
2010-10-20 19:10:00,11
2010-10-20 19:20:00,4
2010-10-20 19:30:00,3
2010-10-21 18:00:00,7
2010-10-21 18:10:00,12
2010-10-21 18:20:00,7
2010-10-21 18:30:00,4
2010-10-21 18:40:00,4
2010-10-21 18:50:00,5
2010-10-21 19:00:00,9
2010-10-21 19:10:00,8
2010-10-21 19:20:00,5
2010-10-21 19:30:00,2
2010-10-22 18:00:00,6
2010-10-22 18:10:00,8
2010-10-22 18:20:00,3
2010-10-22 18:30:00,9
2010-10-22 18:40:00,8
2010-10-22 18:50:00,2
2010-10-22 19:00:00,9
2010-10-22 19:10:00,4
2010-10-22 19:20:00,5
2010-10-22 19:30:00,8
2010-10-23 18:00:00,9
2010-10-23 18:10:00,6
2010-10-23 18:20:00,5
2010-10-23 18:30:00,1
2010-10-23 18:40:00,5
2010-10-23 18:50:00,6
2010-10-23 19:00:00,6
2010-10-23 19:10:00,4
2010-10-23 19:20:00,4
2010-10-23 19:30:00,2
2010-10-24 18:00:00,5
2010-10-24 18:10:00,6
2010-10-24 18:20:00,9
2010-10-24 18:30:00,5
2010-10-24 18:40:00,8
2010-10-24 18:50:00,3
2010-10-24 19:00:00,6
2010-10-24 19:10:00,8
2010-10-24 19:20:00,4
2010-10-24 19:30:00,7
2010-10-25 18:00:00,7
2010-10-25 18:10:00,1
2010-10-25 18:20:00,7
2010-10-25 18:30:00,8
2010-10-25 18:40:00,6
2010-10-25 18:50:00,6
2010-10-25 19:00:00,8
2010-10-25 19:10:00,4
2010-10-25 19:20:00,5
2010-10-25 19:30:00,5
2010-10-26 18:00:00,8
2010-10-26 18:10:00,4
2010-10-26 18:20:00,7
2010-10-26 18:30:00,8
2010-10-26 18:40:00,10
2010-10-26 18:50:00,5
2010-10-26 19:00:00,7
2010-10-26 19:10:00,6
2010-10-26 19:20:00,6
2010-10-26 19:30:00,5
2010-10-27 18:00:00,6
2010-10-27 18:10:00,9
2010-10-27 18:20:00,9
2010-10-27 18:30:00,6
2010-10-27 18:40:00,5
2010-10-27 18:50:00,11
2010-10-27 19:00:00,9
2010-10-27 19:10:00,2
2010-10-27 19:20:00,7
2010-10-27 19:30:00,3
2010-10-28 18:00:00,7
2010-10-28 18:10:00,8
2010-10-28 18:20:00,5
2010-10-28 18:30:00,10
2010-10-28 18:40:00,6
2010-10-28 18:50:00,6
2010-10-28 19:00:00,5
2010-10-28 19:10:00,7
2010-10-28 19:20:00,6
2010-10-28 19:30:00,4
2010-10-29 18:00:00,3
2010-10-29 18:10:00,5
2010-10-29 18:20:00,8
2010-10-29 18:30:00,6
2010-10-29 18:40:00,10
2010-10-29 18:50:00,10
2010-10-29 19:00:00,6
2010-10-29 19:10:00,7
2010-10-29 19:20:00,6
2010-10-29 19:30:00,3
2010-10-30 18:00:00,7
2010-10-30 18:10:00,3
2010-10-30 18:20:00,4
2010-10-30 18:30:00,4
2010-10-30 18:40:00,5
2010-10-30 18:50:00,7
2010-10-30 19:00:00,6
2010-10-30 19:10:00,2
2010-10-30 19:20:00,4
2010-10-30 19:30:00,5
2010-10-31 18:00:00,9
2010-10-31 18:10:00,4
2010-10-31 18:20:00,8
2010-10-31 18:30:00,3
2010-10-31 18:40:00,5
2010-10-31 18:50:00,3
2010-10-31 19:00:00,5
2010-10-31 19:10:00,5
2010-10-31 19:20:00,5
2010-10-31 19:30:00,12
2010-11-01 18:00:00,9
2010-11-01 18:10:00,7
2010-11-01 18:20:00,5
2010-11-01 18:30:00,5
2010-11-01 18:40:00,8
2010-11-01 18:50:00,3
2010-11-01 19:00:00,5
2010-11-01 19:10:00,3
2010-11-01 19:20:00,9
2010-11-01 19:30:00,8
2010-11-02 18:00:00,8
2010-11-02 18:10:00,10
2010-11-02 18:20:00,5
2010-11-02 18:30:00,4
2010-11-02 18:40:00,6
2010-11-02 18:50:00,9
2010-11-02 19:00:00,2
2010-11-02 19:10:00,10
2010-11-02 19:20:00,7
2010-11-02 19:30:00,9
2010-11-03 18:00:00,8
2010-11-03 18:10:00,9
2010-11-03 18:20:00,8
2010-11-03 18:30:00,8
2010-11-03 18:40:00,4
2010-11-03 18:50:00,7
2010-11-03 19:00:00,3
2010-11-03 19:10:00,4
2010-11-03 19:20:00,5
2010-11-03 19:30:00,7
2010-11-04 18:00:00,4
2010-11-04 18:10:00,4
2010-11-04 18:20:00,8
2010-11-04 18:30:00,8
2010-11-04 18:40:00,6
2010-11-04 18:50:00,6
2010-11-04 19:00:00,10
2010-11-04 19:10:00,5
2010-11-04 19:20:00,4
2010-11-04 19:30:00,9
2010-11-05 18:00:00,6
2010-11-05 18:10:00,6
2010-11-05 18:20:00,5
2010-11-05 18:30:00,8
2010-11-05 18:40:00,10
2010-11-05 18:50:00,9
2010-11-05 19:00:00,5
2010-11-05 19:10:00,3
2010-11-05 19:20:00,7
2010-11-05 19:30:00,7
2010-11-06 18:00:00,2
2010-11-06 18:10:00,5
2010-11-06 18:20:00,4
2010-11-06 18:30:00,8
2010-11-06 18:40:00,4
2010-11-06 18:50:00,3
2010-11-06 19:00:00,4
2010-11-06 19:10:00,3
2010-11-06 19:20:00,7
2010-11-06 19:30:00,11
2010-11-07 18:00:00,10
2010-11-07 18:10:00,5
2010-11-07 18:20:00,6
2010-11-07 18:30:00,3
2010-11-07 18:40:00,4
2010-11-07 18:50:00,4
2010-11-07 19:00:00,7
2010-11-07 19:10:00,6
2010-11-07 19:20:00,6
2010-11-07 19:30:00,8
2010-11-08 18:00:00,6
2010-11-08 18:10:00,7
2010-11-08 18:20:00,7
2010-11-08 18:30:00,6
2010-11-08 18:40:00,4
2010-11-08 18:50:00,7
2010-11-08 19:00:00,5
2010-11-08 19:10:00,5
2010-11-08 19:20:00,7
2010-11-08 19:30:00,6
2010-11-09 18:00:00,7
2010-11-09 18:10:00,8
2010-11-09 18:20:00,5
2010-11-09 18:30:00,6
2010-11-09 18:40:00,6
2010-11-09 18:50:00,2
2010-11-09 19:00:00,5
2010-11-09 19:10:00,8
2010-11-09 19:20:00,6
2010-11-09 19:30:00,9
2010-11-10 18:00:00,7
2010-11-10 18:10:00,7
2010-11-10 18:20:00,5
2010-11-10 18:30:00,3
2010-11-10 18:40:00,11
2010-11-10 18:50:00,6
2010-11-10 19:00:00,3
2010-11-10 19:10:00,4
2010-11-10 19:20:00,6
2010-11-10 19:30:00,12
2010-11-11 18:00:00,4
2010-11-11 18:10:00,1
2010-11-11 18:20:00,7
2010-11-11 18:30:00,11
2010-11-11 18:40:00,8
2010-11-11 18:50:00,12
2010-11-11 19:00:00,6
2010-11-11 19:10:00,5
2010-11-11 19:20:00,3
2010-11-11 19:30:00,6
2010-11-12 18:00:00,6
2010-11-12 18:10:00,3
2010-11-12 18:20:00,7
2010-11-12 18:30:00,8
2010-11-12 18:40:00,10
2010-11-12 18:50:00,5
2010-11-12 19:00:00,6
2010-11-12 19:10:00,9
2010-11-12 19:20:00,5
2010-11-12 19:30:00,7
2010-11-13 18:00:00,5
2010-11-13 18:10:00,4
2010-11-13 18:20:00,2
2010-11-13 18:30:00,3
2010-11-13 18:40:00,5
2010-11-13 18:50:00,3
2010-11-13 19:00:00,3
2010-11-13 19:10:00,3
2010-11-13 19:20:00,5
2010-11-13 19:30:00,7
2010-11-14 18:00:00,6
2010-11-14 18:10:00,8
2010-11-14 18:20:00,5
2010-11-14 18:30:00,8
2010-11-14 18:40:00,5
2010-11-14 18:50:00,3
2010-11-14 19:00:00,6
2010-11-14 19:10:00,2
2010-11-14 19:20:00,7
2010-11-14 19:30:00,5
2010-11-15 18:00:00,4
2010-11-15 18:10:00,4
2010-11-15 18:20:00,9
2010-11-15 18:30:00,7
2010-11-15 18:40:00,11
2010-11-15 18:50:00,5
2010-11-15 19:00:00,2
2010-11-15 19:10:00,6
2010-11-15 19:20:00,9
2010-11-15 19:30:00,9
2010-11-16 18:00:00,8
2010-11-16 18:10:00,6
2010-11-16 18:20:00,4
2010-11-16 18:30:00,7
2010-11-16 18:40:00,4
2010-11-16 18:50:00,9
2010-11-16 19:00:00,7
2010-11-16 19:10:00,6
2010-11-16 19:20:00,6
2010-11-16 19:30:00,9
2010-11-17 18:00:00,8
2010-11-17 18:10:00,5
2010-11-17 18:20:00,6
2010-11-17 18:30:00,4
2010-11-17 18:40:00,8
2010-11-17 18:50:00,3
2010-11-17 19:00:00,7
2010-11-17 19:10:00,2
2010-11-17 19:20:00,5
2010-11-17 19:30:00,6
2010-11-18 18:00:00,7
2010-11-18 18:10:00,4
2010-11-18 18:20:00,6
2010-11-18 18:30:00,7
2010-11-18 18:40:00,8
2010-11-18 18:50:00,5
2010-11-18 19:00:00,5
2010-11-18 19:10:00,5
2010-11-18 19:20:00,7
2010-11-18 19:30:00,5
2010-11-19 18:00:00,6
2010-11-19 18:10:00,11
2010-11-19 18:20:00,8
2010-11-19 18:30:00,4
2010-11-19 18:40:00,2
2010-11-19 18:50:00,6
2010-11-19 19:00:00,5
2010-11-19 19:10:00,4
2010-11-19 19:20:00,4
2010-11-19 19:30:00,12
2010-11-20 18:00:00,8
2010-11-20 18:10:00,6
2010-11-20 18:20:00,3
2010-11-20 18:30:00,7
2010-11-20 18:40:00,3
2010-11-20 18:50:00,2
2010-11-20 19:00:00,5
2010-11-20 19:10:00,3
2010-11-20 19:20:00,6
2010-11-20 19:30:00,4
2010-11-21 18:00:00,5
2010-11-21 18:10:00,8
2010-11-21 18:20:00,5
2010-11-21 18:30:00,9
2010-11-21 18:40:00,4
2010-11-21 18:50:00,6
2010-11-21 19:00:00,3
2010-11-21 19:10:00,6
2010-11-21 19:20:00,4
2010-11-21 19:30:00,9
2010-11-22 18:00:00,6
2010-11-22 18:10:00,6
2010-11-22 18:20:00,6
2010-11-22 18:30:00,5
2010-11-22 18:40:00,4
2010-11-22 18:50:00,6
2010-11-22 19:00:00,3
2010-11-22 19:10:00,7
2010-11-22 19:20:00,7
2010-11-22 19:30:00,7
2010-11-23 18:00:00,8
2010-11-23 18:10:00,6
2010-11-23 18:20:00,5
2010-11-23 18:30:00,5
2010-11-23 18:40:00,4
2010-11-23 18:50:00,6
2010-11-23 19:00:00,5
2010-11-23 19:10:00,3
2010-11-23 19:20:00,9
2010-11-23 19:30:00,8
2010-11-24 18:00:00,10
2010-11-24 18:10:00,7
2010-11-24 18:20:00,5
2010-11-24 18:30:00,4
2010-11-24 18:40:00,9
2010-11-24 18:50:00,3
2010-11-24 19:00:00,3
2010-11-24 19:10:00,3
2010-11-24 19:20:00,6
2010-11-24 19:30:00,7
2010-11-25 18:00:00,4
2010-11-25 18:10:00,3
2010-11-25 18:20:00,10
2010-11-25 18:30:00,6
2010-11-25 18:40:00,4
2010-11-25 18:50:00,7
2010-11-25 19:00:00,1
2010-11-25 19:10:00,7
2010-11-25 19:20:00,6
2010-11-25 19:30:00,6
2010-11-26 18:00:00,8
2010-11-26 18:10:00,5
2010-11-26 18:20:00,4
2010-11-26 18:30:00,4
2010-11-26 18:40:00,3
2010-11-26 18:50:00,10
2010-11-26 19:00:00,7
2010-11-26 19:10:00,2
2010-11-26 19:20:00,5
2010-11-26 19:30:00,8
2010-11-27 18:00:00,7
2010-11-27 18:10:00,4
2010-11-27 18:20:00,5
2010-11-27 18:30:00,5
2010-11-27 18:40:00,2
2010-11-27 18:50:00,9
2010-11-27 19:00:00,7
2010-11-27 19:10:00,3
2010-11-27 19:20:00,8
2010-11-27 19:30:00,4
2010-11-28 18:00:00,6
2010-11-28 18:10:00,8
2010-11-28 18:20:00,7
2010-11-28 18:30:00,4
2010-11-28 18:40:00,5
2010-11-28 18:50:00,3
2010-11-28 19:00:00,7
2010-11-28 19:10:00,7
2010-11-28 19:20:00,3
2010-11-28 19:30:00,6
2010-11-29 18:00:00,11
2010-11-29 18:10:00,8
2010-11-29 18:20:00,3
2010-11-29 18:30:00,3
2010-11-29 18:40:00,3
2010-11-29 18:50:00,4
2010-11-29 19:00:00,11
2010-11-29 19:10:00,5
2010-11-29 19:20:00,3
2010-11-29 19:30:00,5
2010-11-30 18:00:00,6
2010-11-30 18:10:00,3
2010-11-30 18:20:00,7
2010-11-30 18:30:00,1
2010-11-30 18:40:00,6
2010-11-30 18:50:00,4
2010-11-30 19:00:00,8
2010-11-30 19:10:00,8
2010-11-30 19:20:00,6
2010-11-30 19:30:00,7
2010-12-01 18:00:00,8
2010-12-01 18:10:00,4
2010-12-01 18:20:00,8
2010-12-01 18:30:00,2
2010-12-01 18:40:00,3
2010-12-01 18:50:00,1
2010-12-01 19:00:00,3
2010-12-01 19:10:00,8
2010-12-01 19:20:00,4
2010-12-01 19:30:00,3
2010-12-02 18:00:00,4
2010-12-02 18:10:00,4
2010-12-02 18:20:00,4
2010-12-02 18:30:00,3
2010-12-02 18:40:00,6
2010-12-02 18:50:00,6
2010-12-02 19:00:00,1
2010-12-02 19:10:00,6
2010-12-02 19:20:00,1
2010-12-02 19:30:00,6
2010-12-03 18:00:00,8
2010-12-03 18:10:00,4
2010-12-03 18:20:00,5
2010-12-03 18:30:00,5
2010-12-03 18:40:00,6
2010-12-03 18:50:00,5
2010-12-03 19:00:00,7
2010-12-03 19:10:00,3
2010-12-03 19:20:00,5
2010-12-03 19:30:00,2
2010-12-04 18:00:00,8
2010-12-04 18:10:00,11
2010-12-04 18:20:00,2
